Time [s],Position [mm],Power [W]
0.003,0,0.455141
2.065,0.5,0.455458
4.653,1.0,0.455379
7.234,1.5,0.45522
9.799,2.0,0.455347
12.370,2.5,0.455125
14.943,3.0,0.455172
17.513,3.5,0.455411
20.104,4.0,0.455157
22.674,4.5,0.454998
25.350,5.0,0.455172
27.931,5.5,0.455125
30.536,6.0,0.454966
33.123,6.5,0.454855
35.702,7.0,0.454823
38.267,7.5,0.45468
40.855,8.0,0.454807
43.427,8.5,0.45476
45.983,9.0,0.454903
48.571,9.5,0.454696
51.144,10.0,0.454855
53.732,10.5,0.454744
56.304,11.0,0.454506
58.861,11.5,0.454506
61.433,12.0,0.454442
64.021,12.5,0.454966
66.593,13.0,0.454791
69.165,13.5,0.454903
71.755,14.0,0.454887
74.325,14.5,0.454696
76.913,15.0,0.454744
79.486,15.5,0.454918
82.073,16.0,0.454982
84.646,16.5,0.455014
87.219,17.0,0.455204
89.791,17.5,0.45503
92.370,18.0,0.455077
94.952,18.5,0.45503
97.522,19.0,0.455426
100.173,19.5,0.455252
102.760,20.0,0.454823
105.350,20.5,0.455331
107.940,21.0,0.455252
110.591,21.5,0.455442
113.164,22.0,0.455411
115.800,22.5,0.455458
118.372,23.0,0.455696
121.024,23.5,0.455474
123.601,24.0,0.455823
126.184,24.5,0.455839
128.757,25.0,0.456109
131.340,25.5,0.456268
133.917,26.0,0.456299
136.521,26.5,0.456633
139.109,27.0,0.456919
141.720,27.5,0.456807
144.285,28.0,0.457363
146.857,28.5,0.45768
149.448,29.0,0.45768
152.033,29.5,0.457839
154.606,30.0,0.458014
157.202,30.5,0.457728
159.782,31.0,0.457617
162.354,31.5,0.45749
164.943,32.0,0.457109
167.519,32.5,0.456792
170.086,33.0,0.456633
172.661,33.5,0.456236
175.247,34.0,0.456236
177.820,34.5,0.455934
180.399,35.0,0.456046
182.963,35.5,0.455934
185.552,36.0,0.45576
188.158,36.5,0.455569
190.744,37.0,0.455474
193.318,37.5,0.455442
195.904,38.0,0.455141
198.477,38.5,0.455442
201.049,39.0,0.455363
203.620,39.5,0.455331
206.192,40.0,0.455284
