Time [s],Position [mm],Power1 [W],Power2 [W]
0.000,0,4.92052,0.426983
2.274,0.1,4.92005,0.427027
5.094,0.2,4.92036,0.427057
7.898,0.30000000000000004,4.92005,0.427072
10.678,0.4,4.91925,0.427042
13.490,0.5,4.92036,0.427116
16.270,0.6,4.91957,0.426968
19.066,0.7,4.91973,0.42716
21.877,0.7999999999999999,4.91973,0.42719
24.673,0.8999999999999999,4.92036,0.427249
27.469,0.9999999999999999,4.91973,0.427264
30.266,1.0999999999999999,4.92036,0.427308
33.063,1.2,4.91989,0.427293
35.874,1.3,4.92021,0.427293
38.685,1.4000000000000001,4.92021,0.427249
41.498,1.5000000000000002,4.92021,0.427101
44.278,1.6000000000000003,4.91957,0.427205
47.089,1.7000000000000004,4.91989,0.427175
49.869,1.8000000000000005,4.91957,0.427175
52.648,1.9000000000000006,4.92021,0.427308
55.445,2.0000000000000004,4.92021,0.427308
58.257,2.1000000000000005,4.92052,0.427278
61.068,2.2000000000000006,4.92021,0.427012
63.927,2.3000000000000007,4.92021,0.427205
66.708,2.400000000000001,4.92021,0.427264
69.519,2.500000000000001,4.91941,0.427249
72.300,2.600000000000001,4.91957,0.427175
75.095,2.700000000000001,4.91957,0.427278
77.907,2.800000000000001,4.92068,0.427323
80.688,2.9000000000000012,4.91957,0.427293
83.499,3.0000000000000013,4.91925,0.42719
86.279,3.1000000000000014,4.91973,0.427219
89.091,3.2000000000000015,4.92036,0.427234
91.871,3.3000000000000016,4.91973,0.427086
94.677,3.4000000000000017,4.92005,0.427205
97.462,3.5000000000000018,4.92005,0.427205
100.258,3.600000000000002,4.91973,0.427293
103.071,3.700000000000002,4.91973,0.427367
105.851,3.800000000000002,4.92084,0.42753
108.665,3.900000000000002,4.92021,0.427382
111.459,4.000000000000002,4.92005,0.427367
114.254,4.100000000000001,4.92036,0.427456
117.054,4.200000000000001,4.91989,0.427352
119.832,4.300000000000001,4.92005,0.427411
122.627,4.4,4.91989,0.427352
125.456,4.5,4.92052,0.427367
128.266,4.6,4.91973,0.427382
131.062,4.699999999999999,4.91973,0.427589
133.860,4.799999999999999,4.91989,0.427382
136.675,4.899999999999999,4.92021,0.427352
139.451,4.999999999999998,4.92036,0.427367
142.231,5.099999999999998,4.91957,0.427426
145.026,5.1999999999999975,4.91973,0.427471
147.839,5.299999999999997,4.92021,0.427426
150.650,5.399999999999997,4.91925,0.427441
153.431,5.4999999999999964,4.91989,0.427471
156.227,5.599999999999996,4.91973,0.427559
159.007,5.699999999999996,4.92005,0.427781
161.819,5.799999999999995,4.91989,0.427781
164.631,5.899999999999995,4.92021,0.4275
167.411,5.999999999999995,4.91957,0.4275
170.206,6.099999999999994,4.91957,0.427323
173.019,6.199999999999994,4.91941,0.427397
175.798,6.299999999999994,4.91957,0.427471
178.612,6.399999999999993,4.91989,0.427677
181.422,6.499999999999993,4.92005,0.427677
184.203,6.5999999999999925,4.91909,0.427825
187.014,6.699999999999992,4.92005,0.427914
189.826,6.799999999999992,4.91925,0.428091
192.607,6.8999999999999915,4.92005,0.428165
195.418,6.999999999999991,4.92021,0.428549
198.198,7.099999999999991,4.91973,0.429037
201.021,7.19999999999999,4.91941,0.428904
203.805,7.29999999999999,4.92005,0.428978
206.589,7.39999999999999,4.91973,0.429185
209.381,7.499999999999989,4.92036,0.429731
212.162,7.599999999999989,4.91989,0.430559
214.956,7.699999999999989,4.91989,0.431135
217.738,7.799999999999988,4.92036,0.431253
220.549,7.899999999999988,4.92036,0.431268
223.360,7.999999999999988,4.92036,0.43112
226.157,8.099999999999987,4.91989,0.431238
228.968,8.199999999999987,4.92036,0.431416
231.764,8.299999999999986,4.91957,0.431386
234.576,8.399999999999986,4.92052,0.431342
237.389,8.499999999999986,4.91989,0.431401
240.200,8.599999999999985,4.92052,0.431283
242.980,8.699999999999985,4.91973,0.431283
245.786,8.799999999999985,4.91925,0.430943
248.604,8.899999999999984,4.91957,0.430573
251.416,8.999999999999984,4.91909,0.43016
254.228,9.099999999999984,4.92005,0.429584
257.040,9.199999999999983,4.92005,0.429421
259.855,9.299999999999983,4.92084,0.428919
262.647,9.399999999999983,4.92052,0.4288
265.460,9.499999999999982,4.91989,0.428638
268.239,9.599999999999982,4.92021,0.428298
271.035,9.699999999999982,4.91989,0.428328
273.832,9.799999999999981,4.91925,0.428209
276.611,9.89999999999998,4.91941,0.427988
279.408,9.99999999999998,4.91957,0.428017
282.203,10.09999999999998,4.92036,0.427914
285.015,10.19999999999998,4.91989,0.427692
287.811,10.29999999999998,4.92005,0.427618
