Time [s],Position [mm],Power1 [W],Power2 [W]
0.000,0,0.00462443,0.454747
2.292,0.5,0.00464866,0.454718
5.102,1.0,0.00461646,0.454703
7.900,1.5,0.00463113,0.454644
10.693,2.0,0.00462348,0.454614
13.505,2.5,0.00459415,0.4546
16.301,3.0,0.0045967,0.454629
19.097,3.5,0.00459415,0.454614
21.908,4.0,0.00456546,0.4546
24.720,4.5,0.00455812,0.4546
27.549,5.0,0.00455812,0.454659
30.344,5.5,0.00456004,0.454733
33.123,5.6,0.00460881,0.45488
35.935,5.699999999999999,0.00462029,0.455058
38.762,5.799999999999999,0.00456609,0.454762
41.590,5.899999999999999,0.00455366,0.454541
44.370,5.999999999999998,0.00457215,0.454393
47.166,6.099999999999998,0.00458044,0.454349
49.946,6.1999999999999975,0.0046002,0.454363
52.756,6.299999999999997,0.00457024,0.454275
55.537,6.399999999999997,0.0045696,0.454245
58.348,6.4999999999999964,0.00457821,0.454127
61.128,6.599999999999996,0.00457566,0.454068
63.939,6.699999999999996,0.00458649,0.454171
66.735,6.799999999999995,0.00457119,0.454171
69.547,6.899999999999995,0.00456131,0.454275
72.343,6.999999999999995,0.00456992,0.454496
75.153,7.099999999999994,0.00456514,0.454836
77.950,7.599999999999994,0.0045374,0.455398
80.761,8.099999999999994,0.00458299,0.455885
83.590,8.599999999999994,0.00455398,0.455737
86.416,9.099999999999994,0.00453389,0.454718
89.232,9.599999999999994,0.00453932,0.45361
92.039,10.099999999999994,0.00452465,0.452797
94.868,10.599999999999994,0.00451987,0.452235
97.678,11.099999999999994,0.00453358,0.451866
100.475,11.599999999999994,0.00452019,0.451585
103.271,12.099999999999994,0.00450999,0.451526
106.066,12.599999999999994,0.00453549,0.451349
108.879,13.099999999999994,0.00452848,0.451231
111.674,13.599999999999994,0.00452943,0.451113
114.469,14.099999999999994,0.00452497,0.451053
117.265,14.599999999999994,0.00453103,0.45092
120.094,15.099999999999994,0.00452593,0.450935
122.888,15.599999999999994,0.00452242,0.450876
125.716,16.099999999999994,0.00454378,0.450935
128.511,16.599999999999994,0.00451955,0.45095
131.306,17.099999999999994,0.0045696,0.450965
134.094,17.599999999999994,0.00455908,0.450994
136.882,18.099999999999994,0.00456928,0.45098
139.661,18.599999999999994,0.00456864,0.450876
142.441,19.099999999999994,0.00452656,0.450861
145.221,19.599999999999994,0.00447173,0.450906
148.000,20.099999999999994,0.00448735,0.450935
150.780,20.599999999999994,0.00454123,0.45098
153.559,21.099999999999994,0.00457406,0.45095
156.339,21.599999999999994,0.00455239,0.450994
159.119,22.099999999999994,0.00452242,0.450965
161.900,22.599999999999994,0.00448385,0.451053
164.678,23.099999999999994,0.00450489,0.450935
167.459,23.599999999999994,0.00454537,0.45095
170.239,24.099999999999994,0.00451668,0.450802
173.018,24.599999999999994,0.00453358,0.45095
