Time [s],Position [mm],Power1 [W],Power2 [W]
0.000,0,0.00453549,0.441272
2.297,0.5,0.00455175,0.441286
5.127,1.0,0.00456259,0.441153
7.937,1.5,0.00455175,0.441345
10.735,2.0,0.00453995,0.441552
13.545,2.5,0.00451254,0.44139
16.342,3.0,0.00453007,0.441405
19.137,3.5,0.00452019,0.441523
21.933,4.0,0.00450616,0.441345
24.744,4.5,0.00454633,0.441478
27.540,5.0,0.00451254,0.441611
30.337,5.5,0.00452784,0.44204
33.132,5.6,0.00453294,0.44201
35.927,5.699999999999999,0.00453134,0.442365
38.724,5.799999999999999,0.0045374,0.442365
41.535,5.899999999999999,0.00453963,0.442158
44.331,5.999999999999998,0.00452816,0.442217
47.128,6.099999999999998,0.004539,0.442409
49.922,6.1999999999999975,0.00452879,0.442291
52.735,6.299999999999997,0.00453613,0.44235
55.550,6.399999999999997,0.00453198,0.442335
58.359,6.4999999999999964,0.00453421,0.442365
61.154,6.599999999999996,0.00453868,0.442454
63.950,6.699999999999996,0.00453294,0.442779
66.730,6.799999999999995,0.00453326,0.442926
69.510,6.899999999999995,0.00454059,0.443119
72.326,6.999999999999995,0.00453294,0.443444
75.182,7.099999999999994,0.00457247,0.443813
77.993,7.599999999999994,0.00457374,0.444611
80.806,8.099999999999994,0.00454059,0.445586
83.634,8.599999999999994,0.00453995,0.445424
86.430,9.099999999999994,0.00457279,0.444375
89.241,9.599999999999994,0.00453676,0.443133
92.039,10.099999999999994,0.00451317,0.44238
94.849,10.599999999999994,0.00451222,0.442173
97.677,11.099999999999994,0.00451126,0.441907
100.472,11.599999999999994,0.00450457,0.441789
103.284,12.099999999999994,0.00451126,0.441597
106.079,12.599999999999994,0.00451126,0.441552
108.891,13.099999999999994,0.0045119,0.441523
111.688,13.599999999999994,0.00451891,0.441449
114.499,14.099999999999994,0.00453103,0.44136
117.311,14.599999999999994,0.00454346,0.441493
120.107,15.099999999999994,0.00454537,0.44136
122.904,15.599999999999994,0.00453836,0.441493
125.747,16.099999999999994,0.00453294,0.441375
128.559,16.599999999999994,0.00454952,0.441434
131.355,17.099999999999994,0.00455015,0.441478
134.153,17.599999999999994,0.00453262,0.441345
136.962,18.099999999999994,0.00453613,0.441257
139.758,18.599999999999994,0.00452911,0.441168
142.570,19.099999999999994,0.00452497,0.441405
145.368,19.599999999999994,0.0045441,0.441434
148.163,20.099999999999994,0.00454218,0.44139
150.958,20.599999999999994,0.0045374,0.441464
153.754,21.099999999999994,0.00453868,0.441538
156.549,21.599999999999994,0.00453421,0.441508
159.346,22.099999999999994,0.00453676,0.441508
162.142,22.599999999999994,0.00454473,0.441626
164.937,23.099999999999994,0.00455175,0.441582
167.733,23.599999999999994,0.00452465,0.441552
170.529,24.099999999999994,0.00454282,0.441567
173.326,24.599999999999994,0.0045645,0.441567
